Order ID,Product Name,Category,Sub-Category,Sales,Quantity,Discount,Profit,Shipping Cost,Customer Name,Customer Segment,Region,State,Order Date,Ship Date
ORD-101514,Staples Standard Envelopes,Office Supplies,Envelopes,73.69,9,0.0,16.34,28.03,Nicole Jimenez,Consumer,Central,Illinois,2021-10-24,2021-10-27
ORD-101515,Google Pixel 7,Technology,Phones,11.87,6,0.0,1.75,14.78,Ashley Johnson,Consumer,Central,Texas,2023-06-22,2023-06-25
ORD-101516,Sauder Bookcase,Furniture,Bookcases,364.42,9,0.0,18.54,27.62,Alison Taylor,Corporate,South,Alabama,2023-12-25,2023-12-28
ORD-101517,Lorell Glass Table,Furniture,Tables,317.08,9,0.2,-11.94,31.05,Ashley Johnson,Corporate,South,Alabama,2022-10-19,2022-10-22
ORD-101518,Lorell Glass Table,Furniture,Tables,268.89,8,0.1,7.67,11.96,David Barrett,Home Office,East,New Jersey,2023-05-22,2023-05-29
ORD-101519,BIC Cristal Pens,Office Supplies,Art,59.19,10,0.1,7.68,30.2,Adam White,Consumer,South,Georgia,2023-09-09,2023-09-11
ORD-101520,HP Wireless Mouse,Technology,Accessories,507.63,4,0.0,95.36,34.55,Matthew Jones,Consumer,West,Arizona,2022-06-02,2022-06-04
ORD-101521,Memorex Tape,Office Supplies,Supplies,71.23,4,0.5,-12.02,18.39,Courtney Gardner,Consumer,South,Mississippi,2021-11-06,2021-11-13
ORD-101522,Avery File Folder Labels,Office Supplies,Labels,112.87,1,0.0,13.26,10.0,Thomas Gutierrez,Consumer,West,California,2023-11-21,2023-11-27
ORD-101523,Deflect-o Stackable,Office Supplies,Storage,127.09,9,0.3,-4.68,21.66,Antonio Yates,Consumer,South,Tennessee,2021-01-05,2021-01-06
ORD-101524,Motorola Edge,Technology,Phones,478.08,5,0.0,114.67,32.12,Deborah Warren,Consumer,West,Oregon,2023-09-12,2023-09-16
ORD-101525,Ibico MB,Office Supplies,Binders,46.11,9,0.2,1.13,9.19,Erica Scott,Consumer,East,Virginia,2022-08-16,2022-08-22
ORD-101526,Kraft Envelopes,Office Supplies,Envelopes,80.77,8,0.3,-4.78,15.53,Angel Dickerson,Consumer,East,New York,2022-09-26,2022-09-29
ORD-101527,Acco Binder Clips,Office Supplies,Fasteners,145.52,1,0.4,-20.79,7.15,Rebecca Lewis,Home Office,South,Tennessee,2022-01-09,2022-01-10
ORD-101528,Fellowes Storage Case,Office Supplies,Storage,72.22,6,0.0,16.63,6.78,Yvonne Wilson,Consumer,East,New York,2023-06-06,2023-06-13
ORD-101529,3M Post-it Flags,Office Supplies,Labels,51.53,2,0.0,10.32,26.12,Kimberly Garrett,Consumer,East,Virginia,2021-07-04,2021-07-08
ORD-101530,Steelcase Leap,Furniture,Chairs,348.09,5,0.1,1.17,20.17,Nathan Bradshaw,Consumer,West,Nevada,2022-07-05,2022-07-10
ORD-101531,Navigator Paper,Office Supplies,Paper,87.01,9,0.4,-11.0,20.02,Theresa Estrada,Consumer,West,Arizona,2023-04-10,2023-04-12
ORD-101532,AT-A-GLANCE Planner,Office Supplies,Supplies,41.54,3,0.0,9.81,26.62,Mary Lambert,Consumer,East,New Jersey,2023-08-26,2023-08-30
ORD-101533,Belkin USB Hub,Technology,Accessories,690.79,8,0.3,-40.81,33.85,Jason Pineda,Consumer,East,New York,2023-07-20,2023-07-25
ORD-101534,Ergon Chair,Furniture,Chairs,337.03,6,0.4,-62.47,35.14,Cory Pitts,Home Office,East,Virginia,2022-01-18,2022-01-21
ORD-101535,Humanscale Chair,Furniture,Chairs,157.68,3,0.1,16.58,16.55,Jeffrey Golden,Consumer,South,Tennessee,2023-08-03,2023-08-06
ORD-101536,Anker Charger,Technology,Accessories,442.37,3,0.1,80.33,16.63,Kayla Nichols,Corporate,East,Connecticut,2022-01-14,2022-01-19
ORD-101537,Humanscale Chair,Furniture,Chairs,222.04,6,0.0,42.39,11.0,Mary Martin,Corporate,East,Virginia,2021-10-16,2021-10-20
ORD-101538,Steelcase Leap,Furniture,Chairs,403.02,10,0.0,51.45,33.86,Eric Chandler,Corporate,South,Mississippi,2022-12-11,2022-12-15
ORD-101539,Apple iPhone 14,Technology,Phones,447.44,7,0.0,74.98,13.38,Jessica Dodson,Consumer,East,Maryland,2023-01-22,2023-01-25
ORD-101540,Canon imageRUNNER,Technology,Copiers,602.09,1,0.0,112.6,28.15,Lisa Joyce,Corporate,West,Arizona,2021-12-18,2021-12-21
ORD-101541,Acco Staple Remover,Office Supplies,Supplies,27.05,7,0.4,-4.22,18.18,Melissa Jenkins,Home Office,East,Pennsylvania,2023-11-25,2023-11-27
ORD-101542,HP LaserJet,Technology,Machines,380.26,1,0.2,13.5,33.39,Samantha Smith,Consumer,East,New York,2023-02-04,2023-02-05
ORD-101543,Staples Standard Envelopes,Office Supplies,Envelopes,88.19,6,0.0,24.78,26.82,Crystal Johnson,Corporate,South,Florida,2021-08-12,2021-08-19
ORD-101544,Ikea BEKANT Desk,Furniture,Tables,75.87,10,0.0,8.13,4.91,Lori West,Consumer,East,Massachusetts,2023-06-22,2023-06-24
ORD-101545,Ibico MB,Office Supplies,Binders,31.82,4,0.3,0.57,7.44,Andrew Salazar,Corporate,Central,Minnesota,2023-09-18,2023-09-21
ORD-101546,Hon 10500 Table,Furniture,Tables,298.66,8,0.3,-35.55,20.14,Joanna Ruiz,Corporate,Central,Texas,2023-12-05,2023-12-08
ORD-101547,Expo Dry Erase,Office Supplies,Art,62.36,2,0.0,17.71,25.05,Jessica Hill,Consumer,West,Utah,2021-06-30,2021-07-06
ORD-101548,Safco Round Table,Furniture,Tables,435.01,8,0.4,-83.01,17.46,Diane Murphy,Corporate,South,Georgia,2021-05-25,2021-05-26
ORD-101549,Safco Round Table,Furniture,Tables,294.46,5,0.5,-79.8,20.65,Randy Terry,Corporate,West,Nevada,2023-01-08,2023-01-11
ORD-101550,Safco Round Table,Furniture,Tables,225.17,5,0.5,-57.92,16.09,Steven Davis,Corporate,Central,Minnesota,2023-05-30,2023-06-02
ORD-101551,OIC Binder Clips,Office Supplies,Fasteners,142.78,1,0.1,27.63,17.85,Ronald Ingram,Consumer,West,Arizona,2022-04-12,2022-04-15
ORD-101552,Bush Coat Rack,Furniture,Furnishings,222.45,3,0.0,26.26,12.38,Jared Clark,Consumer,Central,Ohio,2022-07-21,2022-07-25
ORD-101553,IKEA KALLAX,Furniture,Bookcases,154.82,1,0.2,-4.86,22.3,Joseph Thomas,Consumer,East,New York,2021-01-20,2021-01-24
ORD-101554,Google Pixel 7,Technology,Phones,482.1,3,0.0,41.71,20.61,Kayla Hooper,Corporate,South,Florida,2022-04-24,2022-04-26
ORD-101555,Belkin USB Hub,Technology,Accessories,224.11,4,0.0,37.17,32.32,Donald Morales,Corporate,East,Massachusetts,2023-07-01,2023-07-05
ORD-101556,Logitech Keyboard,Technology,Accessories,361.86,6,0.3,-43.59,34.54,Abigail Berger,Consumer,East,Maryland,2022-07-03,2022-07-07
ORD-101557,Jabra Headset,Technology,Accessories,472.24,4,0.3,-22.4,37.57,Douglas Rodriguez,Consumer,East,New York,2023-01-02,2023-01-07
ORD-101558,OIC Binder Clips,Office Supplies,Fasteners,83.78,8,0.0,15.27,16.64,Crystal Johnson,Consumer,Central,Illinois,2022-12-12,2022-12-18
ORD-101559,Steelcase Leap,Furniture,Chairs,435.84,2,0.0,79.66,38.25,Lisa Christensen,Consumer,Central,Wisconsin,2022-01-27,2022-02-01
ORD-101560,Advantus Binder Clips,Office Supplies,Fasteners,74.53,1,0.0,14.12,7.89,Brittany Joyce,Home Office,West,Colorado,2022-08-13,2022-08-19
ORD-101561,Sauder Bookcase,Furniture,Bookcases,368.94,4,0.5,-117.29,19.47,Patrick Hardin,Consumer,East,Connecticut,2021-03-06,2021-03-11
ORD-101562,Safco Round Table,Furniture,Tables,293.27,2,0.0,40.17,19.87,Dr. David Hoover,Consumer,Central,Texas,2021-12-23,2021-12-29
ORD-101563,Humanscale Chair,Furniture,Chairs,80.88,9,0.0,13.42,16.48,Melissa Jenkins,Corporate,South,Mississippi,2023-09-25,2023-09-29
ORD-101564,Maco Labels,Office Supplies,Labels,92.33,4,0.1,11.03,12.65,Kayla Elliott,Corporate,Central,Wisconsin,2022-06-23,2022-06-24
ORD-101565,Konica Minolta,Technology,Copiers,395.72,6,0.0,70.49,16.8,Wanda Yang,Corporate,South,Tennessee,2023-02-07,2023-02-12
ORD-101566,Jabra Headset,Technology,Accessories,133.01,3,0.0,33.88,18.06,Michael Hughes,Consumer,Central,Ohio,2022-12-14,2022-12-19
ORD-101567,HP Wireless Mouse,Technology,Accessories,416.61,6,0.3,-15.77,13.22,Gregory Simmons,Corporate,West,Washington,2022-06-06,2022-06-08
ORD-101568,Sterilite Storage Box,Office Supplies,Storage,120.45,9,0.4,-18.19,19.19,Jessica Scott,Consumer,Central,Texas,2021-03-07,2021-03-11
ORD-101569,Avery Heavy Duty Binder,Office Supplies,Binders,105.15,10,0.4,-11.92,12.71,Jeremy Thomas,Consumer,South,Tennessee,2022-05-13,2022-05-14
ORD-101570,Fiskars Scissors,Office Supplies,Supplies,117.1,2,0.0,13.31,25.24,Christina Hoffman,Home Office,South,North Carolina,2022-11-17,2022-11-23
ORD-101571,Bestar Folding Table,Furniture,Tables,298.11,1,0.4,-74.57,12.78,Ryan Koch,Home Office,South,Louisiana,2023-05-18,2023-05-21
ORD-101572,Zebra Label Printer,Technology,Machines,479.16,1,0.4,-55.82,15.68,Sandra Dean,Corporate,South,Florida,2023-01-28,2023-01-31
ORD-101573,Samsung Galaxy S22,Technology,Phones,296.78,2,0.2,-4.63,25.35,Carla Park,Corporate,West,Nevada,2022-12-07,2022-12-12
ORD-101574,Ibico MB,Office Supplies,Binders,86.46,10,0.0,15.15,7.6,Krystal Arias,Consumer,South,Louisiana,2021-12-17,2021-12-19
ORD-101575,Epson Scanner,Technology,Machines,544.72,10,0.2,0.84,32.53,Meghan Martin,Corporate,East,Maryland,2021-08-18,2021-08-22
ORD-101576,Eldon Mobile,Office Supplies,Storage,23.02,4,0.1,2.79,24.13,Carla Chen,Consumer,East,Maryland,2023-08-22,2023-08-24
ORD-101577,Staedtler Pens,Office Supplies,Art,56.77,6,0.5,-14.85,12.53,Michael Nelson,Home Office,South,Georgia,2022-03-19,2022-03-21
ORD-101578,Dixon Ticonderoga Pencils,Office Supplies,Art,50.4,9,0.0,11.36,11.96,Joel Simmons,Consumer,South,Georgia,2021-04-20,2021-04-24
ORD-101579,Avery File Folder Labels,Office Supplies,Labels,132.52,5,0.1,20.63,13.18,Joanna Ruiz,Consumer,West,California,2021-09-19,2021-09-23
ORD-101580,Avery Heavy Duty Binder,Office Supplies,Binders,70.59,1,0.2,5.84,24.28,Stephanie Stevenson,Corporate,South,North Carolina,2022-03-09,2022-03-13
ORD-101581,HP Office Paper,Office Supplies,Paper,75.31,8,0.1,7.93,27.47,Michele Moore,Home Office,West,Washington,2021-01-27,2021-01-29
ORD-101582,Brother Fax Machine,Technology,Machines,225.3,2,0.1,2.8,31.44,Taylor Sims,Corporate,East,Virginia,2021-09-18,2021-09-22
ORD-101583,Motorola Edge,Technology,Phones,347.61,6,0.0,65.32,25.74,Taylor Johnson,Consumer,West,Utah,2023-04-14,2023-04-17
ORD-101584,Samsung Galaxy S22,Technology,Phones,394.54,8,0.0,62.81,34.25,Melissa Jenkins,Corporate,East,Massachusetts,2022-04-05,2022-04-07
ORD-101585,Logitech Keyboard,Technology,Accessories,258.68,5,0.0,54.43,18.63,Jerry Curtis,Consumer,East,New Jersey,2021-03-25,2021-03-30
ORD-101586,Logitech Keyboard,Technology,Accessories,199.26,6,0.1,27.66,30.87,Adam Johnson,Consumer,South,Tennessee,2021-11-29,2021-12-01
ORD-101587,Memorex Tape,Office Supplies,Supplies,57.93,2,0.1,5.93,25.87,Shawn Martinez,Corporate,South,Georgia,2023-05-06,2023-05-11
ORD-101588,IKEA KALLAX,Furniture,Bookcases,133.99,7,0.5,-43.56,24.17,Lori West,Consumer,Central,Wisconsin,2023-01-12,2023-01-15
ORD-101589,Sauder Bookcase,Furniture,Bookcases,427.04,8,0.0,53.71,34.4,Rhonda Allen,Corporate,Central,Wisconsin,2022-01-22,2022-01-26
ORD-101590,Avery Heavy Duty Binder,Office Supplies,Binders,121.31,3,0.4,-8.96,25.37,Robert Foster,Consumer,Central,Texas,2023-03-01,2023-03-03
ORD-101591,Nokia 5310,Technology,Phones,233.41,10,0.4,-36.54,11.65,Amanda Garcia,Home Office,South,Alabama,2022-10-19,2022-10-22
ORD-101592,Ibico MB,Office Supplies,Binders,65.03,6,0.3,3.03,28.26,Suzanne West,Consumer,South,North Carolina,2022-05-07,2022-05-11
ORD-101593,BIC Cristal Pens,Office Supplies,Art,51.7,4,0.0,13.68,9.5,Joseph Lopez,Corporate,East,New Jersey,2022-07-31,2022-08-06
ORD-101594,Motorola Edge,Technology,Phones,552.87,6,0.3,17.4,35.07,Frederick Finley,Consumer,South,Tennessee,2021-03-13,2021-03-18
ORD-101595,Realspace Bookcase,Furniture,Bookcases,260.84,6,0.4,-48.09,17.95,Leslie Lynch,Consumer,Central,Missouri,2023-03-11,2023-03-17
ORD-101596,Realspace Bookcase,Furniture,Bookcases,583.8,7,0.5,-193.17,16.39,Taylor Sims,Corporate,South,Louisiana,2022-05-07,2022-05-10
ORD-101597,Anker Charger,Technology,Accessories,164.39,10,0.0,14.14,28.93,Kimberly Kelley,Consumer,Central,Ohio,2022-03-04,2022-03-10
ORD-101598,Expo Dry Erase,Office Supplies,Art,112.81,10,0.0,14.2,13.41,Samantha Smith,Corporate,West,Oregon,2022-09-20,2022-09-24
ORD-101599,Avery Address Labels,Office Supplies,Labels,78.09,4,0.0,18.89,23.93,Jeremy Thomas,Home Office,South,Mississippi,2023-07-04,2023-07-06
ORD-101600,Sauder Bookcase,Furniture,Bookcases,332.22,4,0.3,-39.44,13.89,Stephanie Stevenson,Corporate,Central,Wisconsin,2021-09-01,2021-09-04
ORD-101601,IKEA KALLAX,Furniture,Bookcases,336.67,10,0.1,28.26,27.49,Michael Moore,Home Office,West,Colorado,2023-05-01,2023-05-06
ORD-101602,Hammermill Copy Paper,Office Supplies,Paper,59.53,3,0.0,11.08,7.44,Carmen Fowler,Home Office,East,Massachusetts,2023-07-27,2023-07-30
ORD-101603,IKEA KALLAX,Furniture,Bookcases,217.28,3,0.1,13.36,31.8,Lisa Joyce,Consumer,West,Washington,2023-01-25,2023-01-29
ORD-101604,Memorex Tape,Office Supplies,Supplies,118.81,1,0.2,9.81,16.47,Penny Wilson,Consumer,East,Massachusetts,2023-08-02,2023-08-05
ORD-101605,Maco Labels,Office Supplies,Labels,127.87,7,0.2,0.14,16.54,Lori West,Consumer,South,Tennessee,2022-12-01,2022-12-06
ORD-101606,Apple iPhone 14,Technology,Phones,676.76,9,0.0,173.36,41.58,Abigail Berger,Consumer,Central,Missouri,2022-02-04,2022-02-07
ORD-101607,Hon 4070 Chair,Furniture,Chairs,398.27,3,0.0,75.31,16.0,Ryan Koch,Consumer,East,Pennsylvania,2023-01-23,2023-01-26
ORD-101608,Avery Flexi-View,Office Supplies,Binders,36.99,2,0.3,-1.71,9.62,Matthew Molina,Consumer,East,Connecticut,2023-08-07,2023-08-11
ORD-101609,Avery Flexi-View,Office Supplies,Binders,66.47,7,0.2,6.39,13.81,James Patel,Consumer,West,California,2023-03-27,2023-03-31
ORD-101610,Ergon Chair,Furniture,Chairs,183.98,4,0.0,25.37,26.1,William Robbins,Corporate,West,Arizona,2021-11-12,2021-11-16
ORD-101611,Avery File Folder Labels,Office Supplies,Labels,133.86,4,0.2,12.68,10.81,William West,Consumer,West,Washington,2022-12-23,2022-12-28
ORD-101612,Epson Scanner,Technology,Machines,455.4,6,0.0,59.48,18.23,Caitlin Bryant,Corporate,South,Louisiana,2023-12-06,2023-12-10
ORD-101613,Humanscale Chair,Furniture,Chairs,208.38,8,0.0,33.86,12.23,Stephen Curtis,Home Office,South,Florida,2023-05-25,2023-05-27
ORD-101614,Belkin USB Hub,Technology,Accessories,534.7,2,0.0,95.2,16.39,Travis Allen,Consumer,South,Florida,2023-10-17,2023-10-22
ORD-101615,Ikea BEKANT Desk,Furniture,Tables,259.85,5,0.1,-21.12,15.17,Donna Jones,Corporate,South,Louisiana,2022-04-01,2022-04-06
ORD-101616,Bush Furniture Bookcase,Furniture,Bookcases,181.5,3,0.0,35.5,10.99,Jamie Pierce,Home Office,West,Washington,2023-04-05,2023-04-08
ORD-101617,Epson Scanner,Technology,Machines,205.13,3,0.2,6.05,25.06,Jacqueline Yang,Corporate,West,Oregon,2023-11-08,2023-11-09
ORD-101618,Sterilite Storage Box,Office Supplies,Storage,122.24,4,0.0,19.22,6.78,Douglas Rodriguez,Home Office,South,Georgia,2022-01-13,2022-01-15
ORD-101619,Acco Staple Remover,Office Supplies,Supplies,95.91,1,0.0,25.6,23.38,Patricia Hammond,Corporate,East,Virginia,2023-03-09,2023-03-12
ORD-101620,Staples Copy Paper,Office Supplies,Paper,90.4,2,0.2,18.39,13.55,Melanie Hall,Home Office,Central,Texas,2023-10-05,2023-10-08
ORD-101621,Canon imageRUNNER,Technology,Copiers,143.02,7,0.0,33.31,28.22,Theresa Brown,Consumer,South,Louisiana,2021-01-28,2021-02-02
ORD-101622,IKEA KALLAX,Furniture,Bookcases,289.26,10,0.0,40.09,13.49,Michele Hess,Consumer,South,Florida,2023-08-28,2023-09-01
ORD-101623,Sauder Bookcase,Furniture,Bookcases,362.96,6,0.1,-6.05,10.72,Jessica Dodson,Corporate,East,Connecticut,2021-05-18,2021-05-21
ORD-101624,Lorell Glass Table,Furniture,Tables,337.48,3,0.0,2.4,31.44,Jason Pineda,Corporate,Central,Michigan,2021-07-07,2021-07-11
ORD-101625,Logitech Keyboard,Technology,Accessories,506.52,2,0.0,98.72,30.99,Carrie Owens,Home Office,East,Connecticut,2021-10-08,2021-10-09
ORD-101626,Maco Labels,Office Supplies,Labels,110.44,7,0.0,30.14,30.99,Michael Aguilar,Corporate,South,Tennessee,2021-11-03,2021-11-06
ORD-101627,Konica Minolta,Technology,Copiers,468.82,3,0.1,50.35,22.89,Cory Gibson,Corporate,West,California,2023-08-30,2023-09-02
ORD-101628,Bush Coat Rack,Furniture,Furnishings,204.27,10,0.4,-52.21,25.94,Allison Wells,Consumer,South,North Carolina,2021-02-27,2021-03-02
ORD-101629,Fellowes Storage Case,Office Supplies,Storage,127.98,10,0.2,16.87,10.47,John Gomez,Consumer,Central,Texas,2022-09-25,2022-09-28
ORD-101630,Motorola Edge,Technology,Phones,371.9,5,0.5,-80.96,25.64,Kenneth Lynch,Consumer,East,Virginia,2021-09-13,2021-09-15
ORD-101631,Apple iPhone 14,Technology,Phones,265.26,8,0.0,63.3,16.65,Jason Harrison,Consumer,East,Pennsylvania,2023-07-24,2023-07-29
ORD-101632,Sharp MX,Technology,Copiers,516.47,7,0.3,19.14,23.74,Adam White,Home Office,South,North Carolina,2023-06-11,2023-06-14
ORD-101633,Acco Binder Clips,Office Supplies,Fasteners,61.89,6,0.2,2.54,16.93,Ryan Vasquez,Consumer,East,New York,2022-12-13,2022-12-16
ORD-101634,Prepac Bookcase,Furniture,Bookcases,337.77,8,0.0,44.7,33.59,David Martinez,Consumer,South,Alabama,2021-03-19,2021-03-23
ORD-101635,3M Post-it Flags,Office Supplies,Labels,83.1,1,0.0,14.65,14.11,Matthew White,Corporate,West,California,2023-01-04,2023-01-06
ORD-101636,Hon 10500 Table,Furniture,Tables,415.77,10,0.0,56.57,25.48,Meghan Martin,Home Office,Central,Texas,2021-11-27,2021-12-01
ORD-101637,Realspace Bookcase,Furniture,Bookcases,200.05,5,0.4,-30.45,32.44,Rebecca Lewis,Consumer,South,Georgia,2022-11-18,2022-11-22
ORD-101638,Sauder Bookcase,Furniture,Bookcases,450.42,10,0.1,12.03,32.34,Kimberly Ryan,Consumer,Central,Minnesota,2022-08-22,2022-08-26
ORD-101639,Acco Binder Clips,Office Supplies,Fasteners,92.55,7,0.0,22.92,19.05,Michael Smith,Consumer,South,North Carolina,2022-05-12,2022-05-17
ORD-101640,HP LaserJet,Technology,Machines,272.13,4,0.5,-59.46,26.51,Patricia Welch,Corporate,South,Georgia,2021-12-17,2021-12-19
ORD-101641,Advantus Binder Clips,Office Supplies,Fasteners,21.12,10,0.1,3.88,5.07,Kimberly Kelley,Consumer,West,Washington,2023-12-28,2024-01-01
ORD-101642,Humanscale Chair,Furniture,Chairs,122.62,6,0.0,21.48,22.47,Patrick Brown,Home Office,Central,Ohio,2021-12-21,2021-12-23
ORD-101643,Bestar Folding Table,Furniture,Tables,270.39,5,0.1,2.55,31.31,Taylor Hall,Consumer,East,Pennsylvania,2023-04-26,2023-04-29
ORD-101644,HP Wireless Mouse,Technology,Accessories,309.56,2,0.0,51.26,12.29,Carmen Fowler,Consumer,East,Virginia,2023-02-21,2023-02-27
ORD-101645,Prepac Bookcase,Furniture,Bookcases,480.22,8,0.5,-203.8,27.6,Douglas Rodriguez,Consumer,South,Georgia,2023-08-04,2023-08-07
ORD-101646,Logitech Keyboard,Technology,Accessories,614.31,4,0.0,120.96,24.12,Rebecca Rubio,Consumer,Central,Wisconsin,2023-06-01,2023-06-08
ORD-101647,Canon Printer,Technology,Machines,216.88,7,0.0,27.38,25.45,Nathan Jennings,Home Office,West,Oregon,2023-03-06,2023-03-09
ORD-101648,Zebra Label Printer,Technology,Machines,678.22,2,0.0,90.02,22.83,Allison Wells,Consumer,Central,Texas,2021-10-05,2021-10-06
ORD-101649,Bush Coat Rack,Furniture,Furnishings,171.6,3,0.1,13.19,14.01,Meghan Martin,Corporate,East,New York,2023-07-13,2023-07-17
ORD-101650,Avery Flexi-View,Office Supplies,Binders,100.83,4,0.5,-22.88,13.17,Elizabeth Landry,Consumer,South,North Carolina,2021-04-13,2021-04-15
ORD-101651,Canon Printer,Technology,Machines,444.66,7,0.0,57.23,16.78,Lisa Joyce,Home Office,West,Washington,2022-10-15,2022-10-17
ORD-101652,Dixon Ticonderoga Pencils,Office Supplies,Art,125.23,10,0.3,4.14,5.76,Shawn Martinez,Corporate,West,Washington,2022-11-21,2022-11-25
ORD-101653,Global Leather Chair,Furniture,Chairs,373.84,4,0.0,44.14,23.12,Michelle Bell,Consumer,West,California,2021-02-03,2021-02-05
ORD-101654,Konica Minolta,Technology,Copiers,691.79,3,0.3,-41.52,33.3,Lucas Hernandez,Consumer,Central,Missouri,2021-05-19,2021-05-23
ORD-101655,Global Leather Chair,Furniture,Chairs,168.18,2,0.4,-33.22,11.04,Adam Johnson,Consumer,Central,Wisconsin,2022-12-13,2022-12-18
ORD-101656,Realspace Bookcase,Furniture,Bookcases,560.33,3,0.0,27.6,28.79,Michael Smith,Consumer,West,Washington,2022-04-18,2022-04-22
ORD-101657,Hammermill Copy Paper,Office Supplies,Paper,78.43,3,0.0,18.89,28.36,Penny Wilson,Consumer,South,Louisiana,2023-07-28,2023-07-30
ORD-101658,Fellowes Storage Case,Office Supplies,Storage,88.28,8,0.2,0.96,23.42,Leslie Powell,Corporate,South,Louisiana,2021-04-30,2021-05-03
ORD-101659,Safco Round Table,Furniture,Tables,444.62,4,0.1,60.47,36.75,Jerry Curtis,Consumer,East,Massachusetts,2022-10-20,2022-10-25
ORD-101660,Safco Round Table,Furniture,Tables,333.54,10,0.3,-61.77,18.94,Rebecca Walker,Consumer,East,Pennsylvania,2021-11-12,2021-11-17
ORD-101661,HP LaserJet,Technology,Machines,162.17,8,0.1,18.31,31.64,Timothy Best,Consumer,West,Washington,2023-03-19,2023-03-24
ORD-101662,Apple iPhone 14,Technology,Phones,586.62,9,0.1,72.6,39.52,Dennis Mason,Consumer,South,Alabama,2022-01-17,2022-01-19
ORD-101663,Avery Flexi-View,Office Supplies,Binders,89.92,1,0.3,-4.45,29.98,Kimberly Byrd,Home Office,East,Virginia,2021-04-13,2021-04-17
ORD-101664,IKEA KALLAX,Furniture,Bookcases,178.94,8,0.0,25.36,11.32,Jose Hogan,Consumer,West,Arizona,2021-11-06,2021-11-09
ORD-101665,Avery File Folder Labels,Office Supplies,Labels,119.24,5,0.0,17.02,8.44,Raymond Guerra,Consumer,South,Georgia,2023-10-06,2023-10-12
ORD-101666,Prepac Bookcase,Furniture,Bookcases,500.78,1,0.2,-15.67,35.06,Joshua Butler,Home Office,South,Mississippi,2021-12-27,2021-12-30
ORD-101667,Xerox WorkCentre,Technology,Copiers,633.94,9,0.1,20.85,40.58,Casey Liu,Home Office,Central,Minnesota,2022-02-19,2022-02-26
ORD-101668,Logitech Keyboard,Technology,Accessories,191.47,6,0.0,33.04,27.51,Dr. Kevin Martin,Corporate,Central,Minnesota,2021-01-25,2021-01-28
ORD-101669,Fiskars Scissors,Office Supplies,Supplies,106.09,3,0.4,-1.08,21.26,Susan Lawson,Consumer,West,Nevada,2022-10-04,2022-10-06
ORD-101670,Konica Minolta,Technology,Copiers,522.97,6,0.1,45.95,13.93,Deanna Johnson,Corporate,South,North Carolina,2022-10-11,2022-10-14
ORD-101671,Global Leather Chair,Furniture,Chairs,186.84,3,0.0,30.17,14.45,Matthew Molina,Corporate,West,California,2021-06-14,2021-06-19
ORD-101672,Rubbermaid Tote,Office Supplies,Storage,59.13,10,0.1,13.09,15.95,David Barrett,Corporate,East,Pennsylvania,2021-05-27,2021-05-30
ORD-101673,Rubbermaid Tote,Office Supplies,Storage,80.9,1,0.1,17.76,6.67,Daniel Abbott,Corporate,Central,Wisconsin,2023-08-07,2023-08-11
ORD-101674,Canon Printer,Technology,Machines,518.63,9,0.3,-34.67,14.46,Erika Marshall,Corporate,West,Washington,2022-06-15,2022-06-19
ORD-101675,Avery File Folder Labels,Office Supplies,Labels,73.38,3,0.0,14.89,26.85,Joel Simmons,Corporate,East,Virginia,2022-07-13,2022-07-17
ORD-101676,Motorola Edge,Technology,Phones,478.53,9,0.1,49.7,23.41,Cheryl Banks,Consumer,West,Utah,2021-06-06,2021-06-09
ORD-101677,IKEA KALLAX,Furniture,Bookcases,238.74,3,0.3,-35.4,25.97,Melanie Hall,Consumer,East,Massachusetts,2021-01-18,2021-01-20
ORD-101678,Konica Minolta,Technology,Copiers,422.57,6,0.3,-70.33,37.36,Matthew Jones,Home Office,South,Georgia,2021-03-29,2021-04-03
ORD-101679,Advantus Binder Clips,Office Supplies,Fasteners,104.66,3,0.0,17.9,8.9,Mary Fernandez,Consumer,South,Louisiana,2023-04-03,2023-04-06
ORD-101680,Belkin USB Hub,Technology,Accessories,225.47,5,0.0,21.56,14.34,Susan Hamilton,Corporate,East,New Jersey,2023-06-13,2023-06-18
ORD-101681,Sharp MX,Technology,Copiers,122.98,3,0.3,-15.71,16.43,Joshua Bush,Consumer,East,New York,2022-03-21,2022-03-26
ORD-101682,Lorell Glass Table,Furniture,Tables,224.92,1,0.0,44.46,19.16,Lori Levine,Corporate,West,California,2022-07-23,2022-07-27
ORD-101683,Sanford Markers,Office Supplies,Art,73.17,3,0.1,10.89,9.68,Stephanie Stevenson,Consumer,East,New York,2023-04-20,2023-04-21
ORD-101684,Canon Printer,Technology,Machines,474.08,9,0.4,-63.26,27.33,Hayden Garcia,Consumer,Central,Missouri,2023-03-23,2023-03-25
ORD-101685,Hon 10500 Table,Furniture,Tables,300.71,1,0.1,-11.96,23.43,Brett Hanson,Corporate,West,Colorado,2021-01-04,2021-01-10
ORD-101686,Advantus Ring Binder,Furniture,Furnishings,484.11,9,0.2,14.7,23.09,Jessica Smith,Home Office,West,Washington,2023-06-05,2023-06-07
ORD-101687,Ergon Chair,Furniture,Chairs,108.08,7,0.0,5.27,17.44,Jerry Curtis,Consumer,Central,Wisconsin,2022-02-22,2022-02-25
